University,Abbreviation,Department,Course title,Unit,Professor,Objective,Prerequisite,Required Skills,Language,References,Scores,Description,Projects,University Homepage,Course Homepage,Professor Homepage
University of Twente,UT,"Behavioural, Management and Social sciences",Changing organizations (P),,"Lecturer L.G.P. Boerkamp
Examiner dr. E. van Laar
Lecturer dr. E. van Laar
Contactperson for the course dr. E. van Laar
Lecturer dr. A. van der Zeeuw","At the end of the course, students will be able to (between brackets the number of the corresponding intended learning qualification of the programme):
analyze how current developments in society influence organizational communication processes (1.1, 1.3, 3.1, 6.1);
investigate individual perceptions and organizational processes in a qualitative research project to improve organizational communication (2.2, 2.3, 2.4, 3.2, 4.2);
develop a practical vision to optimize communication processes in modern organizations (1.3, 3,3, 5.2);
write a clear and concise consultancy report about their qualitative research project, taking the audience into account (2.5, 2.6, 3.6);
write a management summary together with research highlights to derive the essence of their research project for business communication (2.6, 3.6);
operate in a small research team and evaluate the effectiveness of the team and their own role within the team (4.6, 4.7, 4.9, 6.2).",,,English,,,,,https://www.utwente.nl/en/,
University of Twente,UT,"Behavioural, Management and Social sciences",Academic Research,,"Lecturer dr. V. Junjan
Contactperson for the course dr. P.J. Klok
Lecturer dr. P.J. Klok","The goal of the Master Class is to prepare students for the writing of their thesis. Although Master students typically have heterogeneous backgrounds and interests, every thesis shares some building blocks. These building blocks are central to the Master Class, and students are required to shape and connect these during a series of assignments during the course. Thus, the Master Class results in an elaborated framework for the thesis.  In addition to the materials covered by the Master Class, you should also use the Guide to Methodology Readings and other tools provided by the Canvas-Site.
 ",,,English,,,,,https://www.utwente.nl/en/,
University of Twente,UT,"Behavioural, Management and Social sciences",Academic research project Premaster Communication Science,,"Lecturer dr. J.J. van Hoof
Contactperson for the course dr. J.J. van Hoof
Examiner dr. J.J. van Hoof
Lecturer drs. M.H. Tempelman","This project course first provides participants with the necessary skills for the preparation of academic research articles and manuscripts in English. In the first part of the course students will be taught the techniques of effective information searching, the ways to work with scientific articles and evaluate them, and the conventions used in literature citation and referencing. This part of the course will be assessed with a literature review based on, at least, 10 scientific articles. After a successful completion of this part, students are expected to be proficient in writing academic papers (e.g. literature reviews, conceptual papers, research proposals, theses). The subsequent second part of the course will elaborate further on the literature review in terms of  the actual design, and implementation of a quantitative (experimental or correlational) study resulting in an individual written research report. Looking at the various stages of the empirical research cycle, students will: a) conceptualize their research in a literature review, b) design the research methods and instruments in order to collect data; c) perform statistical data analysis to provide the research findings; and d) reflect on the research findings and research design in the discussion section. During the project course students will work in groups to conceptualize and operationalize the research, but assessment is based on individual written deliverables. Based on an inventory of preferences concerning various research themes, students will be divided in groups and linked to a supervisor. During the course, supporting (on-campus, online or pre-recorded) lectures will be provided, as well as group meetings with the supervisor to guide students when working on their research. The course will be assessed by means of a literature review (25%), a written report (70%) and active participation (5%).
 ",,,English,,,,,https://www.utwente.nl/en/,
University of Twente,UT,"Behavioural, Management and Social sciences",Academic Research Skills,,"Lecturer prof.dr. J.T.A. Bressers
Lecturer dr. V.I. Daskalova
Lecturer dr. F.A. Metz
Contactperson for the course dr. F.A. Metz","The main purpose of this course is to teach the students how to design a research project and to guide them in the process of developing one for their own master thesis research. Over the course students develop the knowledge and skills relevant for preparing a research design, formulating research questions, selecting appropriate methodology, conducting a review of the scientific literature and writing an academic text following scientific convention.

The main learning objective is that graduates get academic and research skills like independently searching for and identifying additional literature, critically reflecting and discussing on issues in the domain, taking responsibility for his or her development, designing a research proposal and executing and reporting on an (applied) research project. Graduates are able to give a structured written and oral presentation in English about individual work.
After following the training on research ethics, students are able to recognize ethical issues which may arise in the context of their research and are able to ethically test their research proposals for impact on human subjects.
After following the training on academic writing, students are able to identify problem areas in their own texts, apply the scientific norms related to giving proper credit and referencing and the scientific conventions for academic writing.
 ",,,English,,,,,https://www.utwente.nl/en/,
University of Twente,UT,"Behavioural, Management and Social sciences",Masterclass Academic Skills & Methodolog,,"Contactperson for the course prof.dr.ir. J. Henseler
Lecturer dr. F. Schuberth","De deelnemer:  
Laat door middel van onderzoek in academische literatuur zien gemotiveerd een theoretisch raamwerk te kunnen ontwerpen en toe te passen in het onderzoek/ontwerp. 
Is in staat om op basis van het onderzoeks- of ontwerpresultaat heldere, goed onderbouwde en op het juiste niveau conclusies te formuleren en daarbij op passende heldere wijze de relevantie voor theorie en praktijk aan te geven. 
Is in staat om - goed onderbouwd -  op heldere, consistente, adequate en overtuigende wijze schriftelijk te rapporteren, dit met het oog op een wetenschappelijke publicatie. 
Is in staat om op basis van de conclusies voor de theorie en praktijk in diverse omstandigheden oordeelkundig, waardevolle en originele aanbevelingen te verwoorden en te presenteren. 
Is in staat om op verschillende niveaus (individueel-, team- en organisatieniveau) en contexten zijn opdrachten voor de Master effectief en met duidelijke betrokkenheid te verdedigen en te presenteren. 
Reflecteert op de eigen houding en positie tijdens de uitvoering van opdrachten, waarbij rekening wordt gehouden met de eigen normatieve positie en de integriteit van de organisatie, waarop de opdracht betrekking heeft.  
Laat door middel van onderzoek in academische literatuur zien kennis en inzicht te hebben in standaarden van en de theorieën op het gebied van public management, en is in staat en gemotiveerd een theoretisch raamwerk te ontwerpen en toe te passen in het onderzoek/ontwerp. 
Laat op professionele en onafhankelijke wijze zien zelfstandig onderzoek te kunnen doen en het vraagstuk op te lossen.  
Laat door middel van een  kritische theoretische onderbouwing zien waarom voor welke onderzoeksmethode(n) en onderzoeksontwerp gekozen is en toont aan dat deze correct zijn toegepast in het onderzoek/ontwerp. 
Is in staat om op basis van de probleemstelling een duidelijke en afgebakende vraagstelling voor het onderzoek/ontwerp te ontwikkelen 
Is in staat de gegevens/informatie voor wat het onderzoek/ontwerp betreft, op duidelijke/heldere wijze te analyseren en te valideren door middel van eerder academisch onderzoek/ontwerp, dit met het oog op een wetenschappelijke publicatie. ",,,Dutch,,,,,https://www.utwente.nl/en/,
University of Twente,UT,"Behavioural, Management and Social sciences",Masterclass Academic Skills & Methodology,,"Lecturer J.M. van Eck
Lecturer prof.dr.ir. J. Henseler
Contactperson for the course prof.dr.ir. J. Henseler
Examiner prof.dr.ir. J. Henseler
Lecturer dr. F. Schuberth","De deelnemer:
Laat door middel van onderzoek in academische literatuur zien gemotiveerd een theoretisch raamwerk te kunnen ontwerpen en toe te passen in het onderzoek/ontwerp.
Is in staat om op basis van het onderzoeks- of ontwerpresultaat heldere, goed onderbouwde en op het juiste niveau conclusies te formuleren en daarbij op passende heldere wijze de relevantie voor theorie en praktijk aan te geven.
Is in staat om - goed onderbouwd -  op heldere, consistente, adequate en overtuigende wijze schriftelijk te rapporteren, dit met het oog op een wetenschappelijke publicatie.
Is in staat om op basis van de conclusies voor de theorie en praktijk in diverse omstandigheden oordeelkundig, waardevolle en originele aanbevelingen te verwoorden en te presenteren.
Is in staat om op verschillende niveaus (individueel-, team- en organisatieniveau) en contexten zijn opdrachten voor de Master effectief en met duidelijke betrokkenheid te verdedigen en te presenteren.
Reflecteert op de eigen houding en positie tijdens de uitvoering van opdrachten, waarbij rekening wordt gehouden met de eigen normatieve positie en de integriteit van de organisatie, waarop de opdracht betrekking heeft.
Laat door middel van onderzoek in academische literatuur zien kennis en inzicht te hebben in standaarden van en de theorieën op het gebied van risicomanagement, en is in staat en gemotiveerd een theoretisch raamwerk te ontwerpen en toe te passen in het onderzoek/ontwerp.
Laat op professionele en onafhankelijke wijze zien zelfstandig onderzoek te kunnen doen en het vraagstuk op te lossen.
Laat door middel van een  kritische theoretische onderbouwing zien waarom voor welke onderzoeksmethode(n) en onderzoeksontwerp gekozen is en toont aan dat deze correct zijn toegepast in het onderzoek/ontwerp.
Is in staat om op basis van de probleemstelling een duidelijke en afgebakende vraagstelling voor het onderzoek/ontwerp te ontwikkelen
Is in staat de gegevens/informatie voor wat het onderzoek/ontwerp betreft, op duidelijke/heldere wijze te analyseren en te valideren door middel van eerder academisch onderzoek/ontwerp, dit met het oog op een wetenschappelijke publicatie.
Laat in de reflectie zien kritisch te kunnen reflecteren op het eigen leerproces en de eigen positie in het dagelijks werk als professional",,,Dutch,,,,,https://www.utwente.nl/en/,
University of Twente,UT,"Behavioural, Management and Social sciences",Academic skills for pre-master IEM,,"Lecturer dr. I. Seyran Topan
Contactperson for the course dr. I. Seyran Topan","After the first quartile, the student understands and practices the concepts and skills of business research methods. The student writes an essay to proof academic skills.
After the second quartile, the student has applied the managerial problem solving method and business research methods to a real-life case, thereby learning how to:- derive a clear research question from a complex business situation- relate IEM-related theory to actual business practice- translate theoretical and fuzzy concepts into measurable variables- develop evaluation and performance criteria for alternative solutions- apply multi-criteria analysis to determine the best solution(s)- assess conditions and actions to ensure successful implementation of solutions in business- write a concise and clear research report for business",,,English,,,,,https://www.utwente.nl/en/,
University of Twente,UT,"Behavioural, Management and Social sciences",Academic skills Premaster,,"Lecturer dr. T.G. Schweisfurth
Contactperson for the course dr. T.G. Schweisfurth","Aims

This pre-masters course prepares students to become proficient in the writing of academic papers, e.g. literature reviews, conceptual papers, research proposals and theses.

After successful completion of the course, participants are expected to:
 Understand the management research process, incl. ethics and plagiarism
Search for relevant scientific articles relevant for the writing of academic articles/manuscripts;
Evaluate scientific articles using a set of criteria;
Effectively use information from scientific articles for the writing of academic articles/manuscripts;
Apply the conventions of source citation and referencing into their own academic articles/manuscripts; and
Prepare a literature review using various academic, scientific, and professional sources.",,,English,,,,,https://www.utwente.nl/en/,
University of Twente,UT,"Behavioural, Management and Social sciences",Academic Writing Pre-master MPS,,"Contactperson for the course drs. W.B. Tollenaar
Lecturer drs. W.B. Tollenaar
Lecturer M.J.M.F. Verheggen","For the duration of the course, participants are expected to do the following:
Search for relevant scientific articles that would be used for the writing of academic articles/manuscripts;
Evaluate scientific articles using a set of criteria;
Prepare a literature matrix to effectively work with different information from various sources (e.g. articles published in peer-reviewed journals, books, government reports, professional journals);
Effectively use information from scientific articles for the writing of academic articles/manuscripts;
Apply the conventions of source citation and referencing into their own academic articles/manuscripts; and
Prepare a literature review using various academic, scientific, and professional sources.

Moreover, after a successful completion of the course, participants are expected to be proficient in writing academic papers (e.g. literature reviews, conceptual papers, research proposals, theses).",,,English,,,,,https://www.utwente.nl/en/,
University of Twente,UT,"Behavioural, Management and Social sciences",Academic writing Premaster,,"Lecturer drs. E.E. van Genderen
Contactperson for the course R.H. Mulder","For the duration of the course, participants are expected to do the following:
search for relevant scientific articles that would be used for the writing of academic articles/manuscripts;
evaluate scientific articlesusing a set of criteria;
prepare a literature matrix to effectively work with different information from various sources (e.g. articles published in peer-reviewed journals, books, government reports, professional journals);
effectively use information from scientific articles for the writing of academic articles/manuscripts;
apply the conventions of source citation and referencing into their own academic articles/manuscripts; and
prepare a literature review using various academic, scientific, and professional sources.

Moreover, after a successful completion of the course, participants are expected to be proficient in writing academic papers (e.g. literature reviews, conceptual papers, research proposals, theses).",,,English,,,,,https://www.utwente.nl/en/,
University of Twente,UT,"Behavioural, Management and Social sciences",Accounting and Finance,,"Lecturer dr. A. Abhishta
Lecturer dr.ir. W.J.A. van Heeswijk
Examiner dr. B. Roorda
Contactperson for the course dr. B. Roorda
Lecturer ir. E.J. Sempel","General module aims 1 (excluding valuation of simple options), 2, 3 and 4",,,English,,,,,https://www.utwente.nl/en/,
University of Twente,UT,"Behavioural, Management and Social sciences",Adaptivity in Learning and Instruction,,"Contactperson for the course dr. A.M. van Dijk
Lecturer dr. A.M. van Dijk
Lecturer dr. T.H.S. Eijsink
Lecturer dr. J. ter Vrugte","After completing this course, the student is able to:
•         explain and compare some prevalent ways to assess learner characteristics;
•         evaluate the nature and use of progress tests of basic competencies;
•         understand and apply the basics of adaptive assessment of learning outcomes;
•         apply and compare knowledge of assessment on the basis of learner characteristics, competencies, and learning outcomes to differentiate classroom instruction or to design adaptive, (technology-based) instruction.
•         explain and analyze how the assessment of learner characteristics and learning outcomes can be used to differentiate classroom instruction;
•         explain and analyze how the assessment of learning activities can be used to design adaptive, technology-enhanced learning environments.

Connection to the work field
Learning sciences is an applied discipline, so as a graduate of this track you should have some insight in educational practice. This course introduces you to assessments that are used in education. Among other things, you will be familiarized with standardized progress monitoring tests of reading comprehension and mathematics used in elementary schools and learn how scores are computed and transformed into proficiency levels (A to E, or I to V). You will also discuss how testing services such as Cito adapt their progress monitoring tests to the ability level of each child, and whether and how such computer-adaptive testing is as accurate as non-adaptive testing. Finally, you will be introduced to and evaluate some prevalent ways to differentiate instruction, including the reasons why differentiation is (too) difficult for most elementary school teachers.
 ",,,English,,,,,https://www.utwente.nl/en/,
University of Twente,UT,"Behavioural, Management and Social sciences",Advanced Simulation for Health Economic Analysis,,"Tutor F.A. van Delft
Lecturer prof.dr.ir. H. Koffijberg
Contactperson for the course prof.dr.ir. H. Koffijberg
Lecturer dr. X.G.L.V. Pouwels","After following this course the student is able to
Develop their own advanced discrete event simulation model in R using available empirical data
Interpret the results obtained from a patient-level discrete event simulation model in a health and economic context;
Understand the value and use of probability distributions, methods for uncertainty analysis, and metamodeling approaches in the context of discrete event simulation modeling
 ",,,English,,,,,https://www.utwente.nl/en/,
University of Twente,UT,"Behavioural, Management and Social sciences",Advanced Inventory Management,,"Contactperson for the course dr. M.C. van der Heijden
Lecturer dr. M.C. van der Heijden
Lecturer dr. E. Topan","After successful completion of the course, the student has understanding of:
short-term demand forecasting
basic and advanced models for inventory management at a single location
the relation between stages in the supply chain and the logical consequences of inventory planning decisions in one stage of the supply chain for other stages
Further, the student is able to:
construct and evaluate appropriate inventory control policies in a single stockpoint for a wide diversity of Stock Keeping Units
construct short-term demand forecasting models (time series analysis) and to evaluate its performance
link demand forecasting models to inventory models, and to plan replenishment decisions in a practical setting
make a quantitative analysis of inventory allocation in multi-echelon supply chains for fast movers",,,English,,,,,https://www.utwente.nl/en/,
